Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
13-04-2016,61235,test,coupe,1939,unknown,745,8000,3
29-03-2016,21755,test,andere,1963,automatik,539,73000,12
07-04-2016,40510,control,suv,1971,automatik,1261,138000,2
04-04-2016,55200,test,suv,1945,automatik,886,150000,9
03-04-2016,73955,control,kombi,1958,automatik,766,58000,12
19-04-2016,20245,control,unknown,2004,manuell,305,105000,9
17-04-2016,39840,test,kombi,2000,manuell,923,9000,11
18-04-2016,71740,test,suv,1950,unknown,1398,13000,3
10-03-2016,9075,control,coupe,1963,unknown,945,42000,7
10-04-2016,50840,test,unknown,1955,manuell,938,104000,5
05-04-2016,17815,test,andere,1982,unknown,735,34000,5
20-03-2016,75625,test,bus,1970,automatik,731,100000,1
29-04-2016,9910,control,andere,1996,automatik,440,103000,9
18-03-2016,6350,test,suv,2001,automatik,1192,134000,2
24-03-2016,80285,test,kombi,1966,manuell,1086,118000,5
02-04-2016,19010,test,coupe,1983,automatik,595,12000,6
06-04-2016,59975,control,unknown,1991,manuell,687,9000,12
03-04-2016,55600,control,bus,1982,unknown,1305,136000,9
06-04-2016,14030,test,andere,1951,manuell,789,27000,3
06-04-2016,10775,test,unknown,1958,unknown,864,71000,3
05-03-2016,58520,control,unknown,1934,manuell,751,102000,6
06-04-2016,26365,control,coupe,1952,unknown,413,16000,5
01-04-2016,45705,control,kombi,1984,unknown,8,47000,1
08-04-2016,43040,control,coupe,1997,unknown,631,139000,7
16-03-2016,69980,control,kombi,1948,unknown,848,96000,7
30-03-2016,16745,control,bus,2002,automatik,411,109000,11
15-03-2016,2950,test,coupe,1929,automatik,382,46000,3
27-03-2016,36560,test,suv,1931,manuell,973,40000,6
28-04-2016,71640,control,bus,1959,automatik,1228,115000,3
17-03-2016,56185,test,coupe,1997,unknown,398,111000,8
03-04-2016,9760,control,andere,1940,automatik,999,119000,3
17-03-2016,77705,control,coupe,1933,unknown,545,110000,2
24-04-2016,70305,control,bus,1931,manuell,1270,6000,11
30-04-2016,29840,control,unknown,2005,manuell,506,97000,3
10-04-2016,46680,test,coupe,1982,automatik,720,8000,8
17-04-2016,26885,control,coupe,1995,automatik,335,91000,12
26-04-2016,54800,test,kombi,1950,manuell,725,121000,1
26-04-2016,32035,control,andere,1972,unknown,867,150000,1
18-04-2016,34480,test,kombi,1966,automatik,670,73000,10
12-04-2016,74720,control,kombi,1936,automatik,502,67000,12
30-04-2016,51070,control,bus,1954,manuell,511,7000,9
17-03-2016,7850,control,bus,1945,automatik,1349,144000,11
26-04-2016,52840,test,unknown,1945,manuell,1245,85000,4
07-04-2016,38735,test,bus,1952,unknown,1096,98000,12
22-04-2016,49640,control,bus,1947,automatik,1289,126000,6
27-04-2016,76200,control,andere,1956,manuell,541,59000,3
23-03-2016,4310,test,bus,1932,automatik,331,54000,3
08-03-2016,59730,test,coupe,1994,unknown,684,35000,8
30-04-2016,43230,test,unknown,1996,unknown,90,146000,2
24-03-2016,49015,test,unknown,1941,unknown,583,44000,6
22-03-2016,31995,test,bus,1945,manuell,1009,19000,11
29-03-2016,67750,control,bus,1941,manuell,918,143000,3
04-04-2016,21015,test,kombi,1965,unknown,808,134000,6
03-03-2016,39440,test,coupe,1932,unknown,116,43000,3
18-03-2016,34180,test,coupe,1981,automatik,1313,55000,7
27-04-2016,5530,control,coupe,1943,manuell,779,136000,8
03-04-2016,7355,control,kombi,1980,automatik,863,98000,11
17-04-2016,62785,test,kombi,1945,manuell,790,31000,2
05-04-2016,11060,control,suv,1978,manuell,320,31000,7
28-04-2016,49415,test,bus,1957,automatik,332,92000,4
03-04-2016,39740,control,bus,1946,automatik,707,86000,4
10-04-2016,49380,test,suv,1958,manuell,1082,118000,8
08-03-2016,60900,control,kombi,1985,manuell,411,134000,1
13-04-2016,77295,test,coupe,1970,manuell,186,93000,7
30-04-2016,3155,test,suv,1981,manuell,1200,147000,11
24-04-2016,81685,control,kombi,1998,automatik,315,121000,4
14-04-2016,41255,test,bus,1969,manuell,99,30000,3
15-03-2016,75025,test,kombi,1980,unknown,1066,11000,5
19-03-2016,74945,test,unknown,2004,manuell,1324,26000,5
19-03-2016,43450,test,coupe,1951,manuell,683,110000,8
12-03-2016,62740,control,kombi,1947,manuell,961,58000,7
13-03-2016,1860,control,kombi,1940,manuell,1158,103000,5
03-04-2016,73135,control,andere,1996,automatik,1152,48000,4
10-04-2016,66895,control,bus,1963,automatik,1023,57000,3
22-03-2016,18375,test,unknown,2003,unknown,1210,85000,11
20-03-2016,49715,test,suv,1973,automatik,577,99000,8
10-04-2016,39475,test,coupe,1963,automatik,1384,122000,5
03-04-2016,65550,test,kombi,1994,manuell,559,122000,9
24-03-2016,16135,control,bus,1982,unknown,640,60000,5
30-04-2016,56665,control,kombi,1962,automatik,1358,47000,8
12-03-2016,1555,control,kombi,1960,automatik,1216,100000,10
03-03-2016,62415,test,andere,1956,unknown,937,6000,6
24-03-2016,42735,test,bus,1980,unknown,282,34000,9
26-04-2016,40660,control,unknown,1997,manuell,722,139000,7
20-04-2016,77335,test,suv,2001,manuell,792,113000,9
02-04-2016,72645,control,bus,1993,unknown,261,45000,8
29-04-2016,21940,control,kombi,2000,unknown,142,7000,3
15-03-2016,17685,test,unknown,1972,unknown,111,19000,9
05-03-2016,44795,control,unknown,1957,unknown,902,55000,11
27-03-2016,3230,test,andere,1955,automatik,483,111000,7
11-03-2016,39570,control,kombi,1985,automatik,287,32000,10
30-04-2016,69770,test,kombi,1999,unknown,300,96000,10
20-04-2016,57930,control,unknown,1940,manuell,251,36000,6
12-04-2016,17885,control,bus,1974,automatik,142,134000,12
16-03-2016,45575,control,bus,1957,automatik,1119,77000,8
09-04-2016,36415,test,suv,1951,manuell,1299,150000,3
15-04-2016,30985,control,bus,1993,unknown,370,53000,9
22-04-2016,12160,control,bus,1957,unknown,1303,127000,4
23-03-2016,15560,control,unknown,1939,automatik,172,62000,5
16-03-2016,22090,test,suv,1959,automatik,1271,27000,5
16-03-2016,16360,test,unknown,1933,manuell,1312,144000,7
20-03-2016,54720,control,unknown,1994,manuell,444,137000,1
25-03-2016,9785,test,suv,1958,unknown,1045,56000,12
02-04-2016,76605,control,coupe,1963,unknown,1149,11000,8
09-04-2016,75165,control,kombi,1955,unknown,1080,30000,7
07-03-2016,56370,control,suv,1977,manuell,661,37000,9
25-03-2016,79785,test,kombi,1929,unknown,523,130000,12
10-03-2016,78450,control,kombi,1988,automatik,418,79000,4
19-03-2016,51950,test,bus,1984,manuell,794,123000,5
28-04-2016,41520,control,suv,1946,automatik,354,119000,7
16-03-2016,69060,control,coupe,1975,manuell,36,84000,6
22-03-2016,69275,test,suv,1930,unknown,666,39000,9
04-03-2016,4070,control,suv,1975,manuell,2,119000,4
19-03-2016,22350,control,bus,1949,unknown,159,66000,10
29-04-2016,22840,test,bus,1966,unknown,539,47000,11
01-03-2016,40080,control,bus,1932,unknown,369,78000,10
02-04-2016,35930,test,coupe,1983,manuell,460,107000,12
28-03-2016,73355,test,bus,1975,unknown,795,69000,2
29-03-2016,33425,control,kombi,1968,manuell,478,82000,2
22-04-2016,79240,control,andere,1987,manuell,807,93000,3
23-04-2016,25125,control,unknown,1949,manuell,1220,97000,11
05-04-2016,32045,test,unknown,1964,manuell,1225,18000,8
17-04-2016,73300,control,andere,1989,manuell,803,146000,2
08-04-2016,24255,control,unknown,1976,automatik,711,8000,7
14-04-2016,53225,test,coupe,1947,manuell,682,129000,4
30-03-2016,3170,control,bus,1965,automatik,1255,123000,12
05-04-2016,5220,control,coupe,1999,manuell,132,25000,7
27-03-2016,29230,control,andere,1931,unknown,59,11000,7
18-03-2016,14315,control,bus,1962,unknown,551,71000,2
20-03-2016,33370,control,bus,1947,automatik,1175,145000,3
10-03-2016,5130,control,coupe,1941,automatik,500,122000,9
10-04-2016,9295,test,kombi,2004,manuell,474,74000,2
24-04-2016,70155,control,kombi,1932,manuell,249,29000,10
24-04-2016,22225,control,coupe,1998,unknown,936,67000,2
02-04-2016,34910,test,coupe,1971,automatik,24,115000,6
24-03-2016,42705,control,suv,1976,automatik,1282,105000,6
26-04-2016,5050,control,andere,1952,automatik,1199,117000,6
10-03-2016,2215,control,kombi,1974,automatik,1322,112000,2
25-04-2016,72585,control,kombi,1937,automatik,918,88000,10
28-04-2016,20500,control,andere,1959,automatik,497,61000,9
10-03-2016,55135,test,bus,1958,automatik,1231,56000,3
11-04-2016,3645,test,andere,1978,manuell,413,125000,3
25-03-2016,38580,control,andere,1983,unknown,73,37000,1
27-04-2016,59000,test,suv,1965,unknown,323,10000,1
05-03-2016,3765,control,bus,1938,automatik,261,96000,4
05-04-2016,23955,test,suv,1951,unknown,884,65000,12
07-04-2016,19245,test,bus,1968,automatik,642,129000,3
19-03-2016,36080,test,suv,1939,unknown,1166,148000,10
22-03-2016,62270,test,suv,1995,automatik,1110,44000,4
29-03-2016,25185,test,coupe,1989,automatik,1031,88000,10
12-04-2016,30585,test,unknown,1963,unknown,1047,59000,11
25-03-2016,41365,control,unknown,1984,manuell,1125,18000,11
03-04-2016,45860,test,coupe,1965,unknown,271,63000,11
09-03-2016,42060,control,suv,1932,automatik,729,127000,5
26-04-2016,30540,test,andere,1960,manuell,435,96000,12
27-03-2016,24500,test,suv,1971,unknown,768,136000,4
02-03-2016,64390,control,suv,1959,manuell,889,131000,1
26-04-2016,27250,test,suv,1930,manuell,765,50000,4
10-04-2016,70105,test,bus,1960,automatik,1122,38000,5
29-04-2016,66565,test,coupe,1959,unknown,649,40000,5
26-03-2016,70120,test,andere,1973,manuell,220,110000,6
03-03-2016,80290,test,kombi,1945,automatik,196,11000,7
13-03-2016,60685,control,bus,1989,unknown,1199,51000,2
25-03-2016,57220,test,coupe,1968,manuell,844,88000,2
20-03-2016,13585,test,bus,1984,manuell,710,48000,10
11-04-2016,75555,test,andere,1994,manuell,614,101000,12
19-03-2016,38735,control,bus,1982,unknown,793,84000,10
16-04-2016,7545,test,suv,1978,manuell,500,16000,9
18-04-2016,78820,test,suv,1953,manuell,1301,121000,5
11-03-2016,60250,test,suv,1931,unknown,586,52000,2
22-03-2016,36005,control,coupe,1958,manuell,735,139000,6
29-04-2016,49880,test,coupe,1992,manuell,534,36000,8
09-04-2016,18795,test,suv,1964,automatik,270,41000,6
16-04-2016,81390,test,kombi,1949,manuell,1071,143000,10
22-03-2016,20490,control,bus,1988,unknown,1002,150000,5
05-03-2016,23400,test,suv,1973,automatik,49,96000,5
18-03-2016,57145,test,unknown,1987,automatik,1214,12000,2
11-04-2016,27525,control,kombi,1942,automatik,718,75000,12
14-03-2016,67370,test,suv,1990,unknown,1098,6000,12
26-03-2016,805,test,coupe,1964,unknown,742,142000,6
18-03-2016,51685,test,kombi,1951,manuell,835,26000,2
05-03-2016,69835,control,andere,1962,unknown,444,131000,9
21-04-2016,52965,control,andere,1944,automatik,910,45000,2
14-03-2016,20885,test,unknown,2006,automatik,490,51000,3
01-04-2016,25840,test,bus,1942,automatik,107,65000,3
23-04-2016,15425,control,coupe,1975,manuell,753,37000,3
26-03-2016,37170,test,suv,1995,manuell,1019,135000,3
29-04-2016,71210,control,kombi,1991,automatik,1314,73000,1
13-04-2016,45450,test,suv,1955,unknown,1306,142000,7
08-03-2016,29375,test,coupe,1947,manuell,610,144000,3
15-03-2016,13845,test,kombi,1983,automatik,143,67000,2
11-03-2016,48340,test,bus,2003,unknown,74,47000,5
28-03-2016,70770,test,suv,1953,unknown,1278,47000,9
27-03-2016,55780,test,bus,1942,unknown,597,125000,8
19-03-2016,17380,control,coupe,1986,manuell,1203,136000,1
09-03-2016,13235,control,coupe,1945,unknown,676,48000,3
27-03-2016,52870,test,suv,1976,unknown,1299,14000,4
07-03-2016,35870,control,kombi,1966,unknown,583,55000,8
14-03-2016,30940,control,kombi,2001,unknown,594,33000,5
29-04-2016,27150,control,bus,1969,automatik,50,96000,10
16-04-2016,24915,control,unknown,1953,unknown,117,36000,11
14-04-2016,51065,test,kombi,1994,unknown,235,101000,1
15-03-2016,27500,test,andere,1989,automatik,225,28000,8
09-04-2016,72525,test,suv,1929,automatik,876,16000,10
21-03-2016,48605,control,unknown,1933,manuell,320,146000,9
22-03-2016,52070,control,bus,1942,unknown,916,125000,9
15-03-2016,17910,control,kombi,1965,unknown,565,140000,3
18-04-2016,14860,control,suv,1985,unknown,159,13000,4
19-03-2016,7170,test,suv,1948,unknown,1264,56000,4
25-03-2016,1520,control,bus,2003,unknown,309,40000,7
11-03-2016,17255,test,coupe,1959,manuell,387,84000,9
15-04-2016,52840,control,kombi,1945,unknown,620,51000,9
18-03-2016,31010,control,kombi,1945,unknown,900,65000,5
16-04-2016,34565,control,suv,1944,manuell,48,37000,9
19-03-2016,7325,control,andere,1945,automatik,1106,17000,4
04-03-2016,18380,test,unknown,1973,manuell,768,136000,12
18-03-2016,13895,control,coupe,1987,automatik,548,109000,5
27-04-2016,37190,test,unknown,1937,manuell,1368,127000,1
02-04-2016,17835,test,kombi,1981,automatik,848,122000,7
12-03-2016,47165,control,suv,1979,manuell,631,140000,7
23-04-2016,52625,test,unknown,1975,automatik,111,101000,11
18-04-2016,50930,control,coupe,1948,automatik,525,56000,8
23-03-2016,10105,test,kombi,2004,automatik,105,89000,9
24-03-2016,28925,test,unknown,2001,manuell,20,131000,9
29-03-2016,25780,test,coupe,1988,manuell,476,105000,12
03-03-2016,45410,control,unknown,1974,unknown,601,139000,6
06-04-2016,67555,control,coupe,1956,manuell,1314,103000,4
23-03-2016,6615,test,coupe,1943,automatik,388,29000,5
26-04-2016,66560,control,coupe,1965,manuell,111,45000,10
15-03-2016,44405,control,suv,1947,unknown,861,89000,3
10-03-2016,14540,control,unknown,1936,manuell,1193,113000,3
01-03-2016,22870,control,unknown,1951,unknown,729,81000,7
16-03-2016,48470,test,suv,1952,manuell,1012,15000,2
24-03-2016,3160,test,coupe,1944,automatik,932,71000,4
01-03-2016,14195,control,coupe,1964,unknown,192,48000,8
23-03-2016,26205,test,unknown,1966,manuell,385,72000,12
30-03-2016,22500,test,kombi,1960,manuell,10,78000,10
05-04-2016,54635,test,andere,1987,automatik,103,46000,7
23-04-2016,26505,control,unknown,2003,automatik,1221,78000,3
07-03-2016,21355,test,bus,1963,unknown,749,134000,2
13-03-2016,54775,test,andere,1947,manuell,564,78000,7
21-03-2016,43510,control,coupe,2006,manuell,1068,132000,3
04-03-2016,10025,control,kombi,1986,automatik,1059,129000,4
03-03-2016,36870,test,suv,1946,automatik,161,7000,10
15-04-2016,52745,test,coupe,1958,automatik,1159,46000,2
30-04-2016,33160,control,unknown,1980,manuell,538,105000,7
06-03-2016,75605,test,andere,1960,automatik,700,14000,6
03-03-2016,3005,control,bus,1987,automatik,484,45000,1
06-04-2016,17530,control,suv,1977,unknown,714,148000,2
01-03-2016,79175,test,kombi,1978,automatik,1396,29000,8
15-03-2016,16450,control,coupe,1979,manuell,579,45000,6
05-04-2016,69490,control,andere,1995,automatik,813,118000,11
09-04-2016,58765,control,kombi,1956,unknown,652,121000,3
21-04-2016,39995,test,suv,1968,manuell,1235,126000,12
17-03-2016,61985,test,kombi,1984,automatik,1212,10000,11
14-04-2016,30675,test,suv,1932,unknown,1110,57000,11
26-04-2016,29680,test,suv,1952,manuell,980,145000,8
18-03-2016,39330,control,coupe,1973,manuell,247,90000,11
11-04-2016,58265,test,unknown,1971,unknown,1179,22000,7
02-04-2016,75170,test,suv,1958,unknown,1020,105000,7
09-03-2016,33725,control,coupe,1982,unknown,1253,103000,7
30-04-2016,55000,test,andere,1965,manuell,652,139000,3
14-03-2016,61320,test,suv,1934,unknown,1232,145000,4
05-03-2016,77555,test,andere,1932,automatik,1357,16000,8
03-04-2016,12165,control,kombi,1979,unknown,1300,109000,12
03-03-2016,80115,control,suv,1956,unknown,1396,9000,1
05-03-2016,44055,test,coupe,1964,manuell,342,114000,2
21-03-2016,31335,test,unknown,1978,automatik,1178,42000,5
15-04-2016,23745,control,kombi,1958,automatik,1104,14000,10
04-04-2016,67545,control,bus,1943,unknown,325,15000,9
03-04-2016,7135,control,unknown,1937,automatik,316,112000,10
08-04-2016,29545,test,unknown,2004,automatik,53,35000,11
11-04-2016,35675,control,unknown,1985,automatik,768,132000,12
15-04-2016,6825,test,kombi,1939,automatik,191,14000,3
06-04-2016,48245,control,coupe,1971,automatik,1175,94000,12
24-04-2016,67395,control,unknown,1953,automatik,721,144000,10
27-04-2016,76955,control,bus,1945,automatik,155,115000,11
07-04-2016,79450,test,coupe,1986,automatik,477,62000,9
26-04-2016,19360,test,kombi,1939,manuell,1261,62000,5
14-03-2016,5345,test,bus,1961,manuell,1223,48000,2
28-04-2016,22405,test,coupe,1945,manuell,820,21000,3
17-03-2016,28810,control,suv,1957,unknown,272,33000,11
26-04-2016,55065,control,andere,1946,unknown,944,16000,11
24-04-2016,31480,control,bus,1955,automatik,1029,36000,5
21-04-2016,54530,test,suv,1932,automatik,420,91000,11
10-03-2016,64315,test,kombi,1992,manuell,1176,130000,2
02-04-2016,51465,control,suv,1993,manuell,13,13000,12
07-03-2016,16395,test,unknown,1965,automatik,1334,147000,6
15-03-2016,38720,test,bus,1979,manuell,900,103000,6
04-03-2016,40050,test,unknown,1972,unknown,1300,69000,2
17-03-2016,59300,test,unknown,1973,automatik,415,35000,3
08-04-2016,27080,control,suv,1964,manuell,734,148000,4
22-04-2016,9485,test,coupe,1929,manuell,190,51000,6
13-03-2016,55870,control,coupe,2002,unknown,703,79000,9
15-04-2016,72255,test,unknown,1987,automatik,470,60000,1
21-04-2016,20085,test,andere,1992,automatik,1167,85000,9
23-04-2016,79175,test,kombi,2003,manuell,510,128000,2
07-03-2016,30430,control,unknown,1959,automatik,736,36000,9
16-03-2016,75740,control,suv,1948,unknown,974,144000,9
04-04-2016,59540,test,coupe,1972,automatik,380,41000,5
03-03-2016,34915,test,kombi,2006,manuell,1195,108000,1
15-03-2016,44250,test,suv,1959,unknown,379,106000,5
11-04-2016,5475,test,andere,1933,manuell,1237,38000,12
11-03-2016,60025,control,coupe,1966,automatik,684,119000,10
07-03-2016,32030,test,suv,1935,automatik,847,9000,11
07-03-2016,56760,control,unknown,1962,unknown,647,143000,8
01-03-2016,22050,test,unknown,1992,unknown,291,63000,5
13-03-2016,56280,test,bus,1953,automatik,1086,26000,3
20-04-2016,59415,control,andere,1990,automatik,86,110000,5
21-04-2016,79465,control,coupe,1974,unknown,129,26000,5
17-04-2016,30210,test,andere,1939,unknown,873,13000,11
08-04-2016,76175,test,suv,1983,unknown,477,52000,10
16-04-2016,56515,control,coupe,1960,manuell,1120,131000,8
27-04-2016,81295,test,coupe,1999,automatik,1237,52000,6
14-04-2016,76380,control,bus,2004,manuell,1043,114000,11
09-04-2016,32595,test,kombi,2003,automatik,1062,91000,5
07-03-2016,19780,control,unknown,1940,unknown,1206,22000,7
19-03-2016,44760,control,coupe,2002,unknown,1101,58000,1
10-04-2016,71745,control,kombi,1941,automatik,647,70000,7
27-03-2016,1890,control,kombi,2005,unknown,508,25000,6
22-03-2016,54150,control,kombi,1963,manuell,1037,143000,1
21-03-2016,12575,control,bus,1932,unknown,1213,119000,10
24-04-2016,22905,test,kombi,1984,automatik,406,104000,8
01-04-2016,26960,control,unknown,1972,automatik,611,122000,9
10-04-2016,52485,test,suv,1967,manuell,121,59000,8
20-03-2016,73020,control,coupe,1958,manuell,743,111000,12
09-04-2016,48355,test,kombi,2001,manuell,13,133000,2
23-04-2016,29840,test,bus,1982,manuell,572,134000,10
05-03-2016,76440,test,coupe,1949,unknown,200,51000,5
04-03-2016,7510,test,kombi,1995,unknown,1174,110000,5
22-03-2016,5390,test,andere,1998,manuell,1052,9000,6
09-04-2016,55480,control,unknown,1948,automatik,91,8000,3
18-04-2016,22090,control,andere,1991,automatik,1321,93000,9
06-04-2016,6625,control,bus,1964,unknown,726,37000,6
12-03-2016,75430,control,kombi,1946,unknown,97,67000,9
06-04-2016,68550,test,unknown,1933,automatik,353,121000,6
22-04-2016,2555,control,bus,1970,unknown,1096,112000,4
21-04-2016,63540,control,coupe,1988,manuell,4,78000,6
29-04-2016,11860,test,suv,1958,automatik,744,146000,7
08-04-2016,35070,control,bus,1971,unknown,1040,55000,7
30-03-2016,2690,control,coupe,1934,manuell,566,109000,5
17-03-2016,44175,test,suv,1931,unknown,934,106000,5
15-04-2016,80250,test,coupe,2002,automatik,1366,30000,12
08-04-2016,36315,control,coupe,1968,automatik,1258,127000,12
25-04-2016,61950,control,coupe,1986,manuell,649,114000,4
21-03-2016,29020,test,unknown,1947,automatik,17,114000,3
12-04-2016,46485,control,suv,2002,manuell,340,18000,2
14-03-2016,75860,test,unknown,1930,manuell,182,106000,12
25-04-2016,67770,test,unknown,1996,automatik,1033,31000,11
10-04-2016,33425,test,coupe,1989,unknown,879,121000,5
24-03-2016,30710,control,bus,1980,manuell,20,9000,5
30-03-2016,22320,test,coupe,1963,manuell,1121,145000,3
15-04-2016,42870,control,kombi,2005,manuell,510,64000,4
14-03-2016,14610,control,unknown,1994,automatik,959,142000,4
11-03-2016,13640,test,bus,1979,automatik,803,139000,5
26-04-2016,8065,test,unknown,2000,automatik,938,121000,6
27-04-2016,5170,control,andere,1964,unknown,1366,98000,9
19-03-2016,2060,test,unknown,1987,manuell,406,99000,3
29-03-2016,41900,test,suv,1989,automatik,488,57000,12
15-04-2016,74890,test,andere,1977,automatik,1200,113000,10
22-04-2016,47110,test,kombi,1992,unknown,541,139000,9
16-04-2016,46415,control,coupe,1961,unknown,942,48000,9
11-03-2016,76830,test,kombi,1933,unknown,205,116000,6
14-04-2016,62795,test,unknown,1948,manuell,1373,15000,5
01-04-2016,31855,control,bus,1996,unknown,1383,117000,6
09-03-2016,31300,test,bus,1952,unknown,1331,60000,3
24-03-2016,67490,test,kombi,1973,manuell,841,58000,9
23-03-2016,48015,control,andere,2001,automatik,1224,65000,8
12-03-2016,55310,control,coupe,2002,manuell,878,75000,10
08-04-2016,74340,control,unknown,1930,unknown,1120,146000,7
10-03-2016,61070,control,kombi,1992,manuell,741,112000,3
20-04-2016,75905,control,andere,1950,automatik,889,71000,11
04-03-2016,59500,test,suv,2002,manuell,217,107000,3
28-04-2016,56335,test,kombi,1992,automatik,535,142000,7
07-04-2016,56020,control,suv,1948,automatik,1086,71000,12
07-04-2016,67725,test,suv,1950,automatik,1344,98000,8
18-04-2016,40410,test,coupe,1957,manuell,587,64000,3
18-03-2016,22870,test,andere,1966,automatik,294,8000,1
19-03-2016,33400,test,unknown,1971,manuell,1037,67000,10
05-03-2016,43500,control,suv,1995,unknown,1084,109000,11
13-04-2016,79755,test,coupe,1956,automatik,1184,77000,9
11-04-2016,56630,control,andere,1931,manuell,997,71000,6
07-03-2016,81885,control,coupe,1965,automatik,1015,146000,1
08-04-2016,62930,test,andere,1986,automatik,729,66000,2
18-04-2016,16095,control,andere,1939,manuell,545,70000,7
25-03-2016,50955,control,bus,1981,automatik,329,100000,6
02-03-2016,15470,test,andere,1930,unknown,1321,66000,11
19-04-2016,44780,test,bus,1988,unknown,340,6000,12
01-03-2016,43185,control,bus,1978,manuell,1342,65000,7
10-04-2016,39880,test,kombi,1987,automatik,291,132000,10
02-03-2016,47235,test,kombi,1930,unknown,161,36000,9
25-04-2016,37450,control,suv,2001,automatik,358,22000,8
04-03-2016,26285,test,coupe,1939,manuell,469,148000,4
21-03-2016,20205,test,coupe,1929,automatik,81,32000,2
12-03-2016,1735,control,unknown,1931,automatik,750,92000,12
12-03-2016,3610,test,bus,1944,automatik,477,22000,8
29-03-2016,24200,test,coupe,1952,manuell,230,104000,9
19-03-2016,660,test,bus,1965,manuell,755,134000,6
24-03-2016,29705,control,coupe,1984,unknown,638,122000,8
30-03-2016,26490,test,bus,1931,automatik,334,56000,7
20-03-2016,50910,control,andere,2003,automatik,212,42000,7
11-03-2016,33075,control,kombi,1949,automatik,356,80000,7
07-03-2016,61165,control,bus,1938,unknown,72,104000,2
22-04-2016,51260,control,andere,1952,automatik,1155,119000,6
24-03-2016,64995,control,bus,1957,automatik,1167,98000,10
23-03-2016,5655,control,coupe,1969,automatik,708,96000,11
21-03-2016,37330,test,bus,2002,unknown,938,20000,9
07-04-2016,22685,test,kombi,1953,unknown,394,21000,11
27-03-2016,4345,control,coupe,1935,automatik,14,67000,3
26-04-2016,77400,control,unknown,1937,automatik,1148,79000,4
14-03-2016,81935,test,bus,1930,manuell,4,83000,12
09-03-2016,56895,control,unknown,2001,automatik,100,8000,7
16-03-2016,29005,control,coupe,1960,unknown,1237,88000,7
02-04-2016,38330,control,suv,1961,unknown,99,122000,1
20-04-2016,80630,test,andere,1999,automatik,866,81000,9
17-03-2016,26455,control,kombi,1946,unknown,419,96000,5
15-03-2016,45175,control,unknown,1951,automatik,1232,89000,7
07-03-2016,58165,control,coupe,2002,manuell,91,64000,9
10-04-2016,69305,test,unknown,1933,manuell,724,15000,12
17-03-2016,56000,control,coupe,1969,manuell,1213,137000,11
09-04-2016,6220,test,bus,1951,manuell,331,112000,10
04-03-2016,41425,control,coupe,1975,unknown,647,83000,8
29-04-2016,34470,control,bus,1936,manuell,668,18000,6
19-04-2016,61555,test,kombi,1988,manuell,23,64000,8
16-04-2016,41160,control,coupe,1966,unknown,594,33000,9
04-03-2016,31255,test,coupe,1973,manuell,63,88000,3
20-03-2016,22025,control,coupe,1945,manuell,390,37000,4
22-03-2016,2680,test,kombi,1966,unknown,734,19000,7
13-04-2016,60095,test,unknown,1991,automatik,738,75000,2
09-03-2016,46915,control,suv,2002,unknown,759,76000,5
22-04-2016,16365,control,bus,1953,unknown,863,24000,3
27-03-2016,60830,test,unknown,2003,unknown,726,102000,11
08-04-2016,31295,test,bus,1952,automatik,306,94000,12
28-04-2016,12095,control,coupe,1946,manuell,1023,30000,3
29-04-2016,31660,test,andere,2000,manuell,1162,102000,2
14-04-2016,12070,control,unknown,1973,manuell,746,57000,11
02-03-2016,43215,control,suv,1986,unknown,1289,140000,11
01-03-2016,19110,test,unknown,1991,unknown,500,54000,4
09-03-2016,55665,control,coupe,2000,automatik,1357,77000,5
15-04-2016,61295,test,suv,1976,automatik,1382,65000,3
10-04-2016,6170,test,andere,1932,unknown,565,66000,12
05-03-2016,46165,control,andere,1986,manuell,755,14000,6
08-04-2016,19495,test,suv,1968,manuell,499,25000,2
26-03-2016,50865,test,suv,1961,unknown,1250,25000,5
01-04-2016,76100,control,andere,1943,manuell,1234,113000,2
26-03-2016,77335,test,kombi,2006,unknown,363,42000,3
20-04-2016,37015,test,andere,1968,automatik,889,74000,12
23-03-2016,1185,control,kombi,1971,unknown,566,103000,3
27-03-2016,10700,control,kombi,1958,unknown,543,123000,11
10-04-2016,26210,test,suv,1954,automatik,866,95000,3
06-04-2016,21370,control,andere,1951,manuell,339,104000,6
08-04-2016,81705,control,andere,2002,automatik,510,57000,5
08-04-2016,46030,test,andere,1959,manuell,1068,60000,1
11-03-2016,77765,test,bus,1934,automatik,463,65000,8
18-04-2016,30565,control,andere,1982,automatik,71,114000,8
15-03-2016,75000,control,bus,1965,unknown,1104,24000,11
08-04-2016,785,test,bus,1996,manuell,41,142000,4
01-03-2016,20145,control,suv,1941,unknown,476,134000,6
24-04-2016,74710,test,kombi,1971,manuell,417,70000,7
30-03-2016,42455,test,unknown,1963,unknown,77,35000,11
03-04-2016,43865,control,suv,1931,automatik,936,60000,9
09-04-2016,27830,control,kombi,1968,unknown,1378,54000,5
15-04-2016,74865,control,suv,1961,unknown,259,148000,9
13-04-2016,44360,test,kombi,1966,unknown,491,62000,10
09-03-2016,14005,control,bus,1968,unknown,765,51000,2
04-03-2016,80255,control,bus,1976,automatik,1287,60000,2
07-03-2016,66690,control,kombi,1995,automatik,553,121000,3
